RecordNumber,SourceName,TaskCategory,EventCode,EventType
35449,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35431,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35405,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
35288,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35277,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
35276,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
35275,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
35093,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35092,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35091,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35088,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
35078,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
35077,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
35070,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35056,"Microsoft-Windows-WindowsUpdateClient","Windows Update Agent",20,2
35043,"Microsoft-Windows-WindowsUpdateClient","Windows Update Agent",20,2
35032,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
34996,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
34995,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
34994,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
34987,"Microsoft-Windows-Time-Service","The operation completed successfully.",36,3
34979,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
34978,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
34968,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
34955,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
34953,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
34929,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
34927,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
34926,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
34916,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
34885,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
34882,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
34881,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
34876,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
34861,"Microsoft-Windows-WindowsUpdateClient","Windows Update Agent",20,2
34851,"Microsoft-Windows-Service Control Manager","The operation completed successfully.",7011,2
34845,"Microsoft-Windows-Service Control Manager","The operation completed successfully.",7011,2
34844,"Microsoft-Windows-Service Control Manager","The operation completed successfully.",7011,2
34843,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
34820,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
34784,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
34783,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
34782,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
34780,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
34769,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
34768,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
34760,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
34741,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
34739,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
34715,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
34714,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
34705,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
34703,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
34702,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
34674,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
34626,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
34625,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
34624,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
34621,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10010,2
34575,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
16105,"Microsoft-Windows-Eventlog","Event processing",1101,2
13691,"Microsoft Windows security auditing.","Audit Policy Change",4907,0
13634,"Microsoft Windows security auditing.","Audit Policy Change",4907,0
13631,"Microsoft Windows security auditing.","Audit Policy Change",4907,0
13587,"Microsoft Windows security auditing.","Audit Policy Change",4907,0
13115,"Microsoft Windows security auditing.","Audit Policy Change",4907,0
12788,"Microsoft Windows security auditing.","Audit Policy Change",4907,0
7149,"Windows Error Reporting","The operation completed successfully.",1001,4
7148,"Windows Error Reporting","The operation completed successfully.",1001,4
7147,"Windows Error Reporting","The operation completed successfully.",1001,4
7117,"Windows Error Reporting","The operation completed successfully.",1001,4
7116,"Windows Error Reporting","The operation completed successfully.",1001,4
7115,"Windows Error Reporting","The operation completed successfully.",1001,4
7097,"Windows Error Reporting","The operation completed successfully.",1001,4
7058,"Microsoft-Windows-Security-SPP","The operation completed successfully.",8233,3
7051,"iPod Service",None,0,4
7048,"Windows Error Reporting","The operation completed successfully.",1001,4
7047,"Windows Error Reporting","The operation completed successfully.",1001,4
7046,"Microsoft-Windows-Search","Search service",1003,4
7039,"Microsoft-Windows-COMRuntime","The operation completed successfully.",10031,2
7032,"igfxCUIService2.0.0.0",None,0,4
7031,"igfxCUIService2.0.0.0",None,0,4
7029,"igfxCUIService2.0.0.0",None,0,4
7028,"igfxCUIService2.0.0.0",None,0,4
7025,NVNetworkService,None,0,4
7017,"Windows Error Reporting","The operation completed successfully.",1001,4
7016,"Windows Error Reporting","The operation completed successfully.",1001,4
7011,"Windows Error Reporting","The operation completed successfully.",1001,4
7002,"Microsoft-Windows-Security-SPP","The operation completed successfully.",8198,2
6998,"Windows Error Reporting","The operation completed successfully.",1001,4
6997,"Windows Error Reporting","The operation completed successfully.",1001,4
6995,"Windows Error Reporting","The operation completed successfully.",1001,4
6993,"Microsoft-Windows-Security-SPP","The operation completed successfully.",8233,3
6977,"igfxCUIService2.0.0.0",None,0,4
6976,"igfxCUIService2.0.0.0",None,0,4
6974,"igfxCUIService2.0.0.0",None,0,4
6973,"igfxCUIService2.0.0.0",None,0,4
6968,"igfxCUIService2.0.0.0",None,0,4
6967,"igfxCUIService2.0.0.0",None,0,4
6964,"Windows Error Reporting","The operation completed successfully.",1001,4
6963,"Windows Error Reporting","The operation completed successfully.",1001,4
6962,"Windows Error Reporting","The operation completed successfully.",1001,4
6961,"Windows Error Reporting","The operation completed successfully.",1001,4
6953,"Windows Error Reporting","The operation completed successfully.",1001,4
6952,"Windows Error Reporting","The operation completed successfully.",1001,4
6951,"Windows Error Reporting","The operation completed successfully.",1001,4
6950,"Windows Error Reporting","The operation completed successfully.",1001,4
6947,"Windows Error Reporting","The operation completed successfully.",1001,4
6946,"Windows Error Reporting","The operation completed successfully.",1001,4
6945,"Windows Error Reporting","The operation completed successfully.",1001,4
6944,"Windows Error Reporting","The operation completed successfully.",1001,4
6937,"Windows Error Reporting","The operation completed successfully.",1001,4
6936,"Windows Error Reporting","The operation completed successfully.",1001,4
6935,"Windows Error Reporting","The operation completed successfully.",1001,4
6932,"Windows Error Reporting","The operation completed successfully.",1001,4
6931,"Windows Error Reporting","The operation completed successfully.",1001,4
6930,"Windows Error Reporting","The operation completed successfully.",1001,4
6929,"Windows Error Reporting","The operation completed successfully.",1001,4
6924,"Windows Error Reporting","The operation completed successfully.",1001,4
6920,"igfxCUIService2.0.0.0",None,0,4
6919,"igfxCUIService2.0.0.0",None,0,4
6917,"igfxCUIService2.0.0.0",None,0,4
6916,"igfxCUIService2.0.0.0",None,0,4
6912,"igfxCUIService2.0.0.0",None,0,4
6911,"igfxCUIService2.0.0.0",None,0,4
6893,"Microsoft-Windows-COMRuntime","The operation completed successfully.",10031,2
6876,"Windows Error Reporting","The operation completed successfully.",1001,4
6875,"Windows Error Reporting","The operation completed successfully.",1001,4
6874,"Windows Error Reporting","The operation completed successfully.",1001,4
6873,"Windows Error Reporting","The operation completed successfully.",1001,4
6872,"Windows Error Reporting","The operation completed successfully.",1001,4
6871,"Windows Error Reporting","The operation completed successfully.",1001,4
6870,"Windows Error Reporting","The operation completed successfully.",1001,4
